center,left,right,steering,throttle,brake,speed
IMG\center_2018_01_01_22_07_40_260.jpg,IMG\left_2018_01_01_22_07_40_260.jpg,IMG\right_2018_01_01_22_07_40_260.jpg,0,1,0,30.19031
IMG\center_2018_01_01_22_07_40_341.jpg,IMG\left_2018_01_01_22_07_40_341.jpg,IMG\right_2018_01_01_22_07_40_341.jpg,0,1,0,30.1903
IMG\center_2018_01_01_22_07_40_419.jpg,IMG\left_2018_01_01_22_07_40_419.jpg,IMG\right_2018_01_01_22_07_40_419.jpg,0,1,0,30.19027
IMG\center_2018_01_01_22_07_40_500.jpg,IMG\left_2018_01_01_22_07_40_500.jpg,IMG\right_2018_01_01_22_07_40_500.jpg,0,1,0,30.19007
IMG\center_2018_01_01_22_07_40_581.jpg,IMG\left_2018_01_01_22_07_40_581.jpg,IMG\right_2018_01_01_22_07_40_581.jpg,0,1,0,30.19024
IMG\center_2018_01_01_22_07_40_657.jpg,IMG\left_2018_01_01_22_07_40_657.jpg,IMG\right_2018_01_01_22_07_40_657.jpg,0,1,0,30.19029
IMG\center_2018_01_01_22_07_40_738.jpg,IMG\left_2018_01_01_22_07_40_738.jpg,IMG\right_2018_01_01_22_07_40_738.jpg,0,1,0,30.19052
IMG\center_2018_01_01_22_07_40_814.jpg,IMG\left_2018_01_01_22_07_40_814.jpg,IMG\right_2018_01_01_22_07_40_814.jpg,0,1,0,30.19029
IMG\center_2018_01_01_22_07_40_889.jpg,IMG\left_2018_01_01_22_07_40_889.jpg,IMG\right_2018_01_01_22_07_40_889.jpg,-0.1,1,0,30.18767
IMG\center_2018_01_01_22_07_40_962.jpg,IMG\left_2018_01_01_22_07_40_962.jpg,IMG\right_2018_01_01_22_07_40_962.jpg,-0.1087816,1,0,30.18821
IMG\center_2018_01_01_22_07_41_032.jpg,IMG\left_2018_01_01_22_07_41_032.jpg,IMG\right_2018_01_01_22_07_41_032.jpg,0,1,0,30.18962
IMG\center_2018_01_01_22_07_41_107.jpg,IMG\left_2018_01_01_22_07_41_107.jpg,IMG\right_2018_01_01_22_07_41_107.jpg,0,1,0,30.19018
IMG\center_2018_01_01_22_07_41_179.jpg,IMG\left_2018_01_01_22_07_41_179.jpg,IMG\right_2018_01_01_22_07_41_179.jpg,0,1,0,30.19024
IMG\center_2018_01_01_22_07_41_247.jpg,IMG\left_2018_01_01_22_07_41_247.jpg,IMG\right_2018_01_01_22_07_41_247.jpg,0,1,0,30.1903
IMG\center_2018_01_01_22_07_41_321.jpg,IMG\left_2018_01_01_22_07_41_321.jpg,IMG\right_2018_01_01_22_07_41_321.jpg,0,1,0,30.19029
IMG\center_2018_01_01_22_07_41_393.jpg,IMG\left_2018_01_01_22_07_41_393.jpg,IMG\right_2018_01_01_22_07_41_393.jpg,0,1,0,30.19029
IMG\center_2018_01_01_22_07_41_472.jpg,IMG\left_2018_01_01_22_07_41_472.jpg,IMG\right_2018_01_01_22_07_41_472.jpg,0,1,0,30.19031
IMG\center_2018_01_01_22_07_41_551.jpg,IMG\left_2018_01_01_22_07_41_551.jpg,IMG\right_2018_01_01_22_07_41_551.jpg,-0.2,1,0,30.17989
IMG\center_2018_01_01_22_07_41_619.jpg,IMG\left_2018_01_01_22_07_41_619.jpg,IMG\right_2018_01_01_22_07_41_619.jpg,-0.1541118,1,0,30.18926
IMG\center_2018_01_01_22_07_41_690.jpg,IMG\left_2018_01_01_22_07_41_690.jpg,IMG\right_2018_01_01_22_07_41_690.jpg,0,1,0,30.18917
IMG\center_2018_01_01_22_07_41_763.jpg,IMG\left_2018_01_01_22_07_41_763.jpg,IMG\right_2018_01_01_22_07_41_763.jpg,0,1,0,30.18998
IMG\center_2018_01_01_22_07_41_863.jpg,IMG\left_2018_01_01_22_07_41_863.jpg,IMG\right_2018_01_01_22_07_41_863.jpg,0,1,0,30.19029
IMG\center_2018_01_01_22_07_41_957.jpg,IMG\left_2018_01_01_22_07_41_957.jpg,IMG\right_2018_01_01_22_07_41_957.jpg,0,1,0,30.19031
IMG\center_2018_01_01_22_07_42_046.jpg,IMG\left_2018_01_01_22_07_42_046.jpg,IMG\right_2018_01_01_22_07_42_046.jpg,0,1,0,30.1903
IMG\center_2018_01_01_22_07_42_145.jpg,IMG\left_2018_01_01_22_07_42_145.jpg,IMG\right_2018_01_01_22_07_42_145.jpg,0,1,0,30.19031
IMG\center_2018_01_01_22_07_42_239.jpg,IMG\left_2018_01_01_22_07_42_239.jpg,IMG\right_2018_01_01_22_07_42_239.jpg,0,1,0,30.19029
IMG\center_2018_01_01_22_07_42_331.jpg,IMG\left_2018_01_01_22_07_42_331.jpg,IMG\right_2018_01_01_22_07_42_331.jpg,0,1,0,30.19027
IMG\center_2018_01_01_22_07_42_424.jpg,IMG\left_2018_01_01_22_07_42_424.jpg,IMG\right_2018_01_01_22_07_42_424.jpg,0,1,0,30.19032
IMG\center_2018_01_01_22_07_42_514.jpg,IMG\left_2018_01_01_22_07_42_514.jpg,IMG\right_2018_01_01_22_07_42_514.jpg,-0.1,1,0,30.18768
IMG\center_2018_01_01_22_07_42_604.jpg,IMG\left_2018_01_01_22_07_42_604.jpg,IMG\right_2018_01_01_22_07_42_604.jpg,-0.35,1,0,30.16348
IMG\center_2018_01_01_22_07_42_694.jpg,IMG\left_2018_01_01_22_07_42_694.jpg,IMG\right_2018_01_01_22_07_42_694.jpg,-0.1358766,1,0,30.1918
IMG\center_2018_01_01_22_07_42_782.jpg,IMG\left_2018_01_01_22_07_42_782.jpg,IMG\right_2018_01_01_22_07_42_782.jpg,0,1,0,30.18922
IMG\center_2018_01_01_22_07_42_870.jpg,IMG\left_2018_01_01_22_07_42_870.jpg,IMG\right_2018_01_01_22_07_42_870.jpg,0,1,0,30.19013
IMG\center_2018_01_01_22_07_42_955.jpg,IMG\left_2018_01_01_22_07_42_955.jpg,IMG\right_2018_01_01_22_07_42_955.jpg,0,1,0,30.19032
IMG\center_2018_01_01_22_07_43_036.jpg,IMG\left_2018_01_01_22_07_43_036.jpg,IMG\right_2018_01_01_22_07_43_036.jpg,0,1,0,30.19028
IMG\center_2018_01_01_22_07_43_116.jpg,IMG\left_2018_01_01_22_07_43_116.jpg,IMG\right_2018_01_01_22_07_43_116.jpg,0,1,0,30.19028
IMG\center_2018_01_01_22_07_43_213.jpg,IMG\left_2018_01_01_22_07_43_213.jpg,IMG\right_2018_01_01_22_07_43_213.jpg,0,1,0,30.1903
IMG\center_2018_01_01_22_07_43_301.jpg,IMG\left_2018_01_01_22_07_43_301.jpg,IMG\right_2018_01_01_22_07_43_301.jpg,0,1,0,30.19028
IMG\center_2018_01_01_22_07_43_382.jpg,IMG\left_2018_01_01_22_07_43_382.jpg,IMG\right_2018_01_01_22_07_43_382.jpg,0,1,0,30.19025
IMG\center_2018_01_01_22_07_43_458.jpg,IMG\left_2018_01_01_22_07_43_458.jpg,IMG\right_2018_01_01_22_07_43_458.jpg,0,1,0,30.19032
IMG\center_2018_01_01_22_07_43_536.jpg,IMG\left_2018_01_01_22_07_43_536.jpg,IMG\right_2018_01_01_22_07_43_536.jpg,0,1,0,30.1903
IMG\center_2018_01_01_22_07_43_601.jpg,IMG\left_2018_01_01_22_07_43_601.jpg,IMG\right_2018_01_01_22_07_43_601.jpg,0,1,0,30.19036
IMG\center_2018_01_01_22_07_43_674.jpg,IMG\left_2018_01_01_22_07_43_674.jpg,IMG\right_2018_01_01_22_07_43_674.jpg,-0.1,1,0,30.18765
IMG\center_2018_01_01_22_07_43_745.jpg,IMG\left_2018_01_01_22_07_43_745.jpg,IMG\right_2018_01_01_22_07_43_745.jpg,-0.25,1,0,30.17472
IMG\center_2018_01_01_22_07_43_822.jpg,IMG\left_2018_01_01_22_07_43_822.jpg,IMG\right_2018_01_01_22_07_43_822.jpg,-0.3637975,1,0,30.16544
IMG\center_2018_01_01_22_07_43_899.jpg,IMG\left_2018_01_01_22_07_43_899.jpg,IMG\right_2018_01_01_22_07_43_899.jpg,-0.1362107,1,0,30.19179
IMG\center_2018_01_01_22_07_43_967.jpg,IMG\left_2018_01_01_22_07_43_967.jpg,IMG\right_2018_01_01_22_07_43_967.jpg,0,1,0,30.18746
IMG\center_2018_01_01_22_07_44_042.jpg,IMG\left_2018_01_01_22_07_44_042.jpg,IMG\right_2018_01_01_22_07_44_042.jpg,0,1,0,30.18963
IMG\center_2018_01_01_22_07_44_115.jpg,IMG\left_2018_01_01_22_07_44_115.jpg,IMG\right_2018_01_01_22_07_44_115.jpg,0,1,0,30.19018
IMG\center_2018_01_01_22_07_44_188.jpg,IMG\left_2018_01_01_22_07_44_188.jpg,IMG\right_2018_01_01_22_07_44_188.jpg,0,1,0,30.19026
IMG\center_2018_01_01_22_07_44_263.jpg,IMG\left_2018_01_01_22_07_44_263.jpg,IMG\right_2018_01_01_22_07_44_263.jpg,0,1,0,30.19029
IMG\center_2018_01_01_22_07_44_338.jpg,IMG\left_2018_01_01_22_07_44_338.jpg,IMG\right_2018_01_01_22_07_44_338.jpg,0,1,0,30.19029
IMG\center_2018_01_01_22_07_44_412.jpg,IMG\left_2018_01_01_22_07_44_412.jpg,IMG\right_2018_01_01_22_07_44_412.jpg,0,1,0,30.19032
IMG\center_2018_01_01_22_07_44_485.jpg,IMG\left_2018_01_01_22_07_44_485.jpg,IMG\right_2018_01_01_22_07_44_485.jpg,0,1,0,30.19033
IMG\center_2018_01_01_22_07_44_560.jpg,IMG\left_2018_01_01_22_07_44_560.jpg,IMG\right_2018_01_01_22_07_44_560.jpg,0,1,0,30.19032
IMG\center_2018_01_01_22_07_44_638.jpg,IMG\left_2018_01_01_22_07_44_638.jpg,IMG\right_2018_01_01_22_07_44_638.jpg,0,1,0,30.19028
IMG\center_2018_01_01_22_07_44_716.jpg,IMG\left_2018_01_01_22_07_44_716.jpg,IMG\right_2018_01_01_22_07_44_716.jpg,0,1,0,30.19031
IMG\center_2018_01_01_22_07_44_794.jpg,IMG\left_2018_01_01_22_07_44_794.jpg,IMG\right_2018_01_01_22_07_44_794.jpg,0,1,0,30.19002
IMG\center_2018_01_01_22_07_44_864.jpg,IMG\left_2018_01_01_22_07_44_864.jpg,IMG\right_2018_01_01_22_07_44_864.jpg,0,1,0,30.19033
IMG\center_2018_01_01_22_07_44_938.jpg,IMG\left_2018_01_01_22_07_44_938.jpg,IMG\right_2018_01_01_22_07_44_938.jpg,0,1,0,30.19027
IMG\center_2018_01_01_22_07_45_007.jpg,IMG\left_2018_01_01_22_07_45_007.jpg,IMG\right_2018_01_01_22_07_45_007.jpg,0,1,0,30.19021
IMG\center_2018_01_01_22_07_45_078.jpg,IMG\left_2018_01_01_22_07_45_078.jpg,IMG\right_2018_01_01_22_07_45_078.jpg,0,1,0,30.19027
IMG\center_2018_01_01_22_07_45_145.jpg,IMG\left_2018_01_01_22_07_45_145.jpg,IMG\right_2018_01_01_22_07_45_145.jpg,0,1,0,30.1903
IMG\center_2018_01_01_22_07_45_221.jpg,IMG\left_2018_01_01_22_07_45_221.jpg,IMG\right_2018_01_01_22_07_45_221.jpg,-0.15,1,0,30.18424
IMG\center_2018_01_01_22_07_45_297.jpg,IMG\left_2018_01_01_22_07_45_297.jpg,IMG\right_2018_01_01_22_07_45_297.jpg,-0.291551,1,0,30.17181
IMG\center_2018_01_01_22_07_45_368.jpg,IMG\left_2018_01_01_22_07_45_368.jpg,IMG\right_2018_01_01_22_07_45_368.jpg,-0.107801,1,0,30.19091
IMG\center_2018_01_01_22_07_45_443.jpg,IMG\left_2018_01_01_22_07_45_443.jpg,IMG\right_2018_01_01_22_07_45_443.jpg,0,1,0,30.18939
IMG\center_2018_01_01_22_07_45_514.jpg,IMG\left_2018_01_01_22_07_45_514.jpg,IMG\right_2018_01_01_22_07_45_514.jpg,0,1,0,30.1901
IMG\center_2018_01_01_22_07_45_588.jpg,IMG\left_2018_01_01_22_07_45_588.jpg,IMG\right_2018_01_01_22_07_45_588.jpg,0,1,0,30.19025
IMG\center_2018_01_01_22_07_45_665.jpg,IMG\left_2018_01_01_22_07_45_665.jpg,IMG\right_2018_01_01_22_07_45_665.jpg,0,1,0,30.19029
IMG\center_2018_01_01_22_07_45_732.jpg,IMG\left_2018_01_01_22_07_45_732.jpg,IMG\right_2018_01_01_22_07_45_732.jpg,0,1,0,30.19052
IMG\center_2018_01_01_22_07_45_800.jpg,IMG\left_2018_01_01_22_07_45_800.jpg,IMG\right_2018_01_01_22_07_45_800.jpg,0,1,0,30.19027
IMG\center_2018_01_01_22_07_45_876.jpg,IMG\left_2018_01_01_22_07_45_876.jpg,IMG\right_2018_01_01_22_07_45_876.jpg,-0.1,1,0,30.18777
IMG\center_2018_01_01_22_07_45_951.jpg,IMG\left_2018_01_01_22_07_45_951.jpg,IMG\right_2018_01_01_22_07_45_951.jpg,-0.25,1,0,30.17547
IMG\center_2018_01_01_22_07_46_029.jpg,IMG\left_2018_01_01_22_07_46_029.jpg,IMG\right_2018_01_01_22_07_46_029.jpg,-0.3459349,1,0,30.16819
IMG\center_2018_01_01_22_07_46_124.jpg,IMG\left_2018_01_01_22_07_46_124.jpg,IMG\right_2018_01_01_22_07_46_124.jpg,-0.05824032,1,0,30.19106
IMG\center_2018_01_01_22_07_46_193.jpg,IMG\left_2018_01_01_22_07_46_193.jpg,IMG\right_2018_01_01_22_07_46_193.jpg,0,1,0,30.18886
IMG\center_2018_01_01_22_07_46_291.jpg,IMG\left_2018_01_01_22_07_46_291.jpg,IMG\right_2018_01_01_22_07_46_291.jpg,0,1,0,30.1901
IMG\center_2018_01_01_22_07_46_360.jpg,IMG\left_2018_01_01_22_07_46_360.jpg,IMG\right_2018_01_01_22_07_46_360.jpg,0,1,0,30.19031
IMG\center_2018_01_01_22_07_46_433.jpg,IMG\left_2018_01_01_22_07_46_433.jpg,IMG\right_2018_01_01_22_07_46_433.jpg,0,1,0,30.19028
IMG\center_2018_01_01_22_07_46_503.jpg,IMG\left_2018_01_01_22_07_46_503.jpg,IMG\right_2018_01_01_22_07_46_503.jpg,0,1,0,30.19034
IMG\center_2018_01_01_22_07_46_570.jpg,IMG\left_2018_01_01_22_07_46_570.jpg,IMG\right_2018_01_01_22_07_46_570.jpg,0,1,0,30.19046
IMG\center_2018_01_01_22_07_46_667.jpg,IMG\left_2018_01_01_22_07_46_667.jpg,IMG\right_2018_01_01_22_07_46_667.jpg,-0.05,1,0,30.18969
IMG\center_2018_01_01_22_07_46_772.jpg,IMG\left_2018_01_01_22_07_46_772.jpg,IMG\right_2018_01_01_22_07_46_772.jpg,-0.1740174,1,0,30.1849
IMG\center_2018_01_01_22_07_46_870.jpg,IMG\left_2018_01_01_22_07_46_870.jpg,IMG\right_2018_01_01_22_07_46_870.jpg,0,1,0,30.18999
IMG\center_2018_01_01_22_07_46_943.jpg,IMG\left_2018_01_01_22_07_46_943.jpg,IMG\right_2018_01_01_22_07_46_943.jpg,0,1,0,30.19022
IMG\center_2018_01_01_22_07_47_039.jpg,IMG\left_2018_01_01_22_07_47_039.jpg,IMG\right_2018_01_01_22_07_47_039.jpg,0,1,0,30.19029
IMG\center_2018_01_01_22_07_47_108.jpg,IMG\left_2018_01_01_22_07_47_108.jpg,IMG\right_2018_01_01_22_07_47_108.jpg,0,1,0,30.19029
IMG\center_2018_01_01_22_07_47_176.jpg,IMG\left_2018_01_01_22_07_47_176.jpg,IMG\right_2018_01_01_22_07_47_176.jpg,-0.2,1,0,30.18022
IMG\center_2018_01_01_22_07_47_272.jpg,IMG\left_2018_01_01_22_07_47_272.jpg,IMG\right_2018_01_01_22_07_47_272.jpg,-0.4,1,0,30.15786
IMG\center_2018_01_01_22_07_47_368.jpg,IMG\left_2018_01_01_22_07_47_368.jpg,IMG\right_2018_01_01_22_07_47_368.jpg,-0.2042544,1,0,30.19063
IMG\center_2018_01_01_22_07_47_437.jpg,IMG\left_2018_01_01_22_07_47_437.jpg,IMG\right_2018_01_01_22_07_47_437.jpg,-0.000897523,1,0,30.18576
IMG\center_2018_01_01_22_07_47_540.jpg,IMG\left_2018_01_01_22_07_47_540.jpg,IMG\right_2018_01_01_22_07_47_540.jpg,0,1,0,30.18983
IMG\center_2018_01_01_22_07_47_607.jpg,IMG\left_2018_01_01_22_07_47_607.jpg,IMG\right_2018_01_01_22_07_47_607.jpg,0,1,0,30.19021
IMG\center_2018_01_01_22_07_47_695.jpg,IMG\left_2018_01_01_22_07_47_695.jpg,IMG\right_2018_01_01_22_07_47_695.jpg,0,1,0,30.19026
IMG\center_2018_01_01_22_07_47_765.jpg,IMG\left_2018_01_01_22_07_47_765.jpg,IMG\right_2018_01_01_22_07_47_765.jpg,0,1,0,30.19027
IMG\center_2018_01_01_22_07_47_838.jpg,IMG\left_2018_01_01_22_07_47_838.jpg,IMG\right_2018_01_01_22_07_47_838.jpg,-0.05,1,0,30.18978
IMG\center_2018_01_01_22_07_47_909.jpg,IMG\left_2018_01_01_22_07_47_909.jpg,IMG\right_2018_01_01_22_07_47_909.jpg,-0.2,1,0,30.18003
IMG\center_2018_01_01_22_07_47_982.jpg,IMG\left_2018_01_01_22_07_47_982.jpg,IMG\right_2018_01_01_22_07_47_982.jpg,-0.4,1,0,30.15764
IMG\center_2018_01_01_22_07_48_051.jpg,IMG\left_2018_01_01_22_07_48_051.jpg,IMG\right_2018_01_01_22_07_48_051.jpg,-0.4570735,1,0,30.15536
IMG\center_2018_01_01_22_07_48_122.jpg,IMG\left_2018_01_01_22_07_48_122.jpg,IMG\right_2018_01_01_22_07_48_122.jpg,-0.2185055,1,0,30.19269
IMG\center_2018_01_01_22_07_48_192.jpg,IMG\left_2018_01_01_22_07_48_192.jpg,IMG\right_2018_01_01_22_07_48_192.jpg,-0.06396876,1,0,30.19064
IMG\center_2018_01_01_22_07_48_259.jpg,IMG\left_2018_01_01_22_07_48_259.jpg,IMG\right_2018_01_01_22_07_48_259.jpg,0,1,0,30.18871
IMG\center_2018_01_01_22_07_48_334.jpg,IMG\left_2018_01_01_22_07_48_334.jpg,IMG\right_2018_01_01_22_07_48_334.jpg,0,1,0,30.1901
IMG\center_2018_01_01_22_07_48_409.jpg,IMG\left_2018_01_01_22_07_48_409.jpg,IMG\right_2018_01_01_22_07_48_409.jpg,0,1,0,30.19015
IMG\center_2018_01_01_22_07_48_485.jpg,IMG\left_2018_01_01_22_07_48_485.jpg,IMG\right_2018_01_01_22_07_48_485.jpg,0,1,0,30.19007
IMG\center_2018_01_01_22_07_48_559.jpg,IMG\left_2018_01_01_22_07_48_559.jpg,IMG\right_2018_01_01_22_07_48_559.jpg,0,1,0,30.19007
IMG\center_2018_01_01_22_07_48_635.jpg,IMG\left_2018_01_01_22_07_48_635.jpg,IMG\right_2018_01_01_22_07_48_635.jpg,0,1,0,30.19003
IMG\center_2018_01_01_22_07_48_703.jpg,IMG\left_2018_01_01_22_07_48_703.jpg,IMG\right_2018_01_01_22_07_48_703.jpg,0,1,0,30.18999
IMG\center_2018_01_01_22_07_48_772.jpg,IMG\left_2018_01_01_22_07_48_772.jpg,IMG\right_2018_01_01_22_07_48_772.jpg,0,1,0,30.18928
IMG\center_2018_01_01_22_07_48_843.jpg,IMG\left_2018_01_01_22_07_48_843.jpg,IMG\right_2018_01_01_22_07_48_843.jpg,0,1,0,30.19069
IMG\center_2018_01_01_22_07_48_911.jpg,IMG\left_2018_01_01_22_07_48_911.jpg,IMG\right_2018_01_01_22_07_48_911.jpg,0,1,0,30.19042
IMG\center_2018_01_01_22_07_48_980.jpg,IMG\left_2018_01_01_22_07_48_980.jpg,IMG\right_2018_01_01_22_07_48_980.jpg,-0.2,1,0,30.17733
IMG\center_2018_01_01_22_07_49_051.jpg,IMG\left_2018_01_01_22_07_49_051.jpg,IMG\right_2018_01_01_22_07_49_051.jpg,-0.2939049,1,0,30.17163
IMG\center_2018_01_01_22_07_49_119.jpg,IMG\left_2018_01_01_22_07_49_119.jpg,IMG\right_2018_01_01_22_07_49_119.jpg,-0.03842711,1,0,30.19078
IMG\center_2018_01_01_22_07_49_188.jpg,IMG\left_2018_01_01_22_07_49_188.jpg,IMG\right_2018_01_01_22_07_49_188.jpg,0,1,0,30.18958
IMG\center_2018_01_01_22_07_49_261.jpg,IMG\left_2018_01_01_22_07_49_261.jpg,IMG\right_2018_01_01_22_07_49_261.jpg,0,1,0,30.19009
IMG\center_2018_01_01_22_07_49_336.jpg,IMG\left_2018_01_01_22_07_49_336.jpg,IMG\right_2018_01_01_22_07_49_336.jpg,0,1,0,30.19027
IMG\center_2018_01_01_22_07_49_412.jpg,IMG\left_2018_01_01_22_07_49_412.jpg,IMG\right_2018_01_01_22_07_49_412.jpg,0,1,0,30.19027
IMG\center_2018_01_01_22_07_49_482.jpg,IMG\left_2018_01_01_22_07_49_482.jpg,IMG\right_2018_01_01_22_07_49_482.jpg,-0.2,1,0,30.1807
IMG\center_2018_01_01_22_07_49_557.jpg,IMG\left_2018_01_01_22_07_49_557.jpg,IMG\right_2018_01_01_22_07_49_557.jpg,-0.2083787,1,0,30.18536
IMG\center_2018_01_01_22_07_49_630.jpg,IMG\left_2018_01_01_22_07_49_630.jpg,IMG\right_2018_01_01_22_07_49_630.jpg,-0.0112798,1,0,30.19013
IMG\center_2018_01_01_22_07_49_701.jpg,IMG\left_2018_01_01_22_07_49_701.jpg,IMG\right_2018_01_01_22_07_49_701.jpg,-0.1,1,0,30.19087
IMG\center_2018_01_01_22_07_49_774.jpg,IMG\left_2018_01_01_22_07_49_774.jpg,IMG\right_2018_01_01_22_07_49_774.jpg,-0.05703797,1,0,30.19123
IMG\center_2018_01_01_22_07_49_846.jpg,IMG\left_2018_01_01_22_07_49_846.jpg,IMG\right_2018_01_01_22_07_49_846.jpg,0,1,0,30.19022
IMG\center_2018_01_01_22_07_49_917.jpg,IMG\left_2018_01_01_22_07_49_917.jpg,IMG\right_2018_01_01_22_07_49_917.jpg,-0.2,1,0,30.18251
IMG\center_2018_01_01_22_07_49_990.jpg,IMG\left_2018_01_01_22_07_49_990.jpg,IMG\right_2018_01_01_22_07_49_990.jpg,-0.2651673,1,0,30.17661
IMG\center_2018_01_01_22_07_50_059.jpg,IMG\left_2018_01_01_22_07_50_059.jpg,IMG\right_2018_01_01_22_07_50_059.jpg,-0.2373591,1,0,30.18493
IMG\center_2018_01_01_22_07_50_143.jpg,IMG\left_2018_01_01_22_07_50_143.jpg,IMG\right_2018_01_01_22_07_50_143.jpg,-0.357538,1,0,30.17313
IMG\center_2018_01_01_22_07_50_236.jpg,IMG\left_2018_01_01_22_07_50_236.jpg,IMG\right_2018_01_01_22_07_50_236.jpg,-0.08269507,1,0,30.19046
IMG\center_2018_01_01_22_07_50_318.jpg,IMG\left_2018_01_01_22_07_50_318.jpg,IMG\right_2018_01_01_22_07_50_318.jpg,-0.00138711,1,0,30.18827
IMG\center_2018_01_01_22_07_50_410.jpg,IMG\left_2018_01_01_22_07_50_410.jpg,IMG\right_2018_01_01_22_07_50_410.jpg,0,1,0,30.19018
IMG\center_2018_01_01_22_07_50_506.jpg,IMG\left_2018_01_01_22_07_50_506.jpg,IMG\right_2018_01_01_22_07_50_506.jpg,0,1,0,30.1902
IMG\center_2018_01_01_22_07_50_598.jpg,IMG\left_2018_01_01_22_07_50_598.jpg,IMG\right_2018_01_01_22_07_50_598.jpg,0,1,0,30.19016
IMG\center_2018_01_01_22_07_50_685.jpg,IMG\left_2018_01_01_22_07_50_685.jpg,IMG\right_2018_01_01_22_07_50_685.jpg,0,1,0,30.1902
IMG\center_2018_01_01_22_07_50_771.jpg,IMG\left_2018_01_01_22_07_50_771.jpg,IMG\right_2018_01_01_22_07_50_771.jpg,-0.2,1,0,30.18091
IMG\center_2018_01_01_22_07_50_860.jpg,IMG\left_2018_01_01_22_07_50_860.jpg,IMG\right_2018_01_01_22_07_50_860.jpg,0,1,0,30.19052
IMG\center_2018_01_01_22_07_50_953.jpg,IMG\left_2018_01_01_22_07_50_953.jpg,IMG\right_2018_01_01_22_07_50_953.jpg,-0.05,1,0,30.18954
IMG\center_2018_01_01_22_07_51_040.jpg,IMG\left_2018_01_01_22_07_51_040.jpg,IMG\right_2018_01_01_22_07_51_040.jpg,-0.00142557,1,0,30.19036
IMG\center_2018_01_01_22_07_51_132.jpg,IMG\left_2018_01_01_22_07_51_132.jpg,IMG\right_2018_01_01_22_07_51_132.jpg,0,1,0,30.19053
IMG\center_2018_01_01_22_07_51_226.jpg,IMG\left_2018_01_01_22_07_51_226.jpg,IMG\right_2018_01_01_22_07_51_226.jpg,0,1,0,30.19015
IMG\center_2018_01_01_22_07_51_319.jpg,IMG\left_2018_01_01_22_07_51_319.jpg,IMG\right_2018_01_01_22_07_51_319.jpg,-0.15,1,0,30.18516
IMG\center_2018_01_01_22_07_51_407.jpg,IMG\left_2018_01_01_22_07_51_407.jpg,IMG\right_2018_01_01_22_07_51_407.jpg,-0.09758648,1,0,30.18911
IMG\center_2018_01_01_22_07_51_500.jpg,IMG\left_2018_01_01_22_07_51_500.jpg,IMG\right_2018_01_01_22_07_51_500.jpg,-0.15,1,0,30.18723
IMG\center_2018_01_01_22_07_51_587.jpg,IMG\left_2018_01_01_22_07_51_587.jpg,IMG\right_2018_01_01_22_07_51_587.jpg,-0.08719189,1,0,30.18997
IMG\center_2018_01_01_22_07_51_677.jpg,IMG\left_2018_01_01_22_07_51_677.jpg,IMG\right_2018_01_01_22_07_51_677.jpg,-0.1,1,0,30.18971
IMG\center_2018_01_01_22_07_51_775.jpg,IMG\left_2018_01_01_22_07_51_775.jpg,IMG\right_2018_01_01_22_07_51_775.jpg,-0.01078409,1,0,30.19001
IMG\center_2018_01_01_22_07_51_855.jpg,IMG\left_2018_01_01_22_07_51_855.jpg,IMG\right_2018_01_01_22_07_51_855.jpg,-0.15,1,0,30.1866
IMG\center_2018_01_01_22_07_51_930.jpg,IMG\left_2018_01_01_22_07_51_930.jpg,IMG\right_2018_01_01_22_07_51_930.jpg,0,1,0,30.18989
IMG\center_2018_01_01_22_07_52_004.jpg,IMG\left_2018_01_01_22_07_52_004.jpg,IMG\right_2018_01_01_22_07_52_004.jpg,-0.1,1,0,30.18897
IMG\center_2018_01_01_22_07_52_073.jpg,IMG\left_2018_01_01_22_07_52_073.jpg,IMG\right_2018_01_01_22_07_52_073.jpg,-0.07469126,1,0,30.19071
IMG\center_2018_01_01_22_07_52_141.jpg,IMG\left_2018_01_01_22_07_52_141.jpg,IMG\right_2018_01_01_22_07_52_141.jpg,0,1,0,30.19002
IMG\center_2018_01_01_22_07_52_208.jpg,IMG\left_2018_01_01_22_07_52_208.jpg,IMG\right_2018_01_01_22_07_52_208.jpg,-0.15,1,0,30.18631
IMG\center_2018_01_01_22_07_52_284.jpg,IMG\left_2018_01_01_22_07_52_284.jpg,IMG\right_2018_01_01_22_07_52_284.jpg,-0.05941647,1,0,30.1907
IMG\center_2018_01_01_22_07_52_351.jpg,IMG\left_2018_01_01_22_07_52_351.jpg,IMG\right_2018_01_01_22_07_52_351.jpg,-0.2094165,1,0,30.18386
IMG\center_2018_01_01_22_07_52_418.jpg,IMG\left_2018_01_01_22_07_52_418.jpg,IMG\right_2018_01_01_22_07_52_418.jpg,-0.08159432,1,0,30.19094
IMG\center_2018_01_01_22_07_52_488.jpg,IMG\left_2018_01_01_22_07_52_488.jpg,IMG\right_2018_01_01_22_07_52_488.jpg,-0.2315943,1,0,30.18411
IMG\center_2018_01_01_22_07_52_558.jpg,IMG\left_2018_01_01_22_07_52_558.jpg,IMG\right_2018_01_01_22_07_52_558.jpg,-0.0774069,1,0,30.19124
IMG\center_2018_01_01_22_07_52_624.jpg,IMG\left_2018_01_01_22_07_52_624.jpg,IMG\right_2018_01_01_22_07_52_624.jpg,-0.05,1,0,30.1899
